Year,Region,Vehicle,Distance
2000,South East,two_wheeled_motor_vehicles,503.2
2000,South East,cars_and_taxis,41755.3
2000,South East,buses_and_coaches,418.8
2000,South East,LGVs,5451.1
2000,South East,all_HGVs,2549.9
2000,South East,all_motor_vehicles,50678.3
2000,West Midlands,pedal_cycles,202.5
2000,West Midlands,two_wheeled_motor_vehicles,210.8
2000,West Midlands,cars_and_taxis,22674.7
2000,West Midlands,buses_and_coaches,322.9
2000,West Midlands,LGVs,3188.1
2000,West Midlands,all_HGVs,1950.4
2000,West Midlands,all_motor_vehicles,28346.9
2000,North East,pedal_cycles,91.4
2000,North East,two_wheeled_motor_vehicles,73.5
2000,North East,cars_and_taxis,9317
2000,North East,buses_and_coaches,190
2000,North East,LGVs,1206.4
2000,North East,all_HGVs,527.8
2000,North East,all_motor_vehicles,11314.6
2001,South West,pedal_cycles,231.9
2001,South West,two_wheeled_motor_vehicles,360.3
2001,South West,cars_and_taxis,22726.7
2001,South West,buses_and_coaches,276.2
2001,South West,LGVs,3163.1
2001,South West,all_HGVs,1536
2001,South West,all_motor_vehicles,28062.3
2001,East Midlands,pedal_cycles,209.8
2001,East Midlands,two_wheeled_motor_vehicles,214.5
2001,East Midlands,cars_and_taxis,18661
2001,East Midlands,buses_and_coaches,203.1
2001,East Midlands,LGVs,2736.9
2001,East Midlands,all_HGVs,1958.9
2001,East Midlands,all_motor_vehicles,23774.4
2001,Scotland,pedal_cycles,146.4
2001,Scotland,two_wheeled_motor_vehicles,162.4
2001,Scotland,cars_and_taxis,19824.4
2001,Scotland,buses_and_coaches,375.1
2001,Scotland,LGVs,2897
2001,Scotland,all_HGVs,1489.8
2001,Scotland,all_motor_vehicles,24748.6
2001,Wales,pedal_cycles,81
2001,Wales,two_wheeled_motor_vehicles,133.3
2001,Wales,cars_and_taxis,12597.3
2001,Wales,buses_and_coaches,170.1
2001,Wales,LGVs,1854.4
2001,Wales,all_HGVs,774.4
2001,Wales,all_motor_vehicles,15529.5
2001,North West,pedal_cycles,265.7
2001,North West,two_wheeled_motor_vehicles,252
2001,North West,cars_and_taxis,26759
2001,North West,buses_and_coaches,359.1
2001,North West,LGVs,3474.7
2001,North West,all_HGVs,2121.2
2001,North West,all_motor_vehicles,32966
2001,London,pedal_cycles,303.2
2001,London,two_wheeled_motor_vehicles,470.7
2001,London,cars_and_taxis,16581.8
2001,London,buses_and_coaches,318.6
2001,London,LGVs,2275.2
2001,London,all_HGVs,683.6
2001,London,all_motor_vehicles,20329.9
2001,East of England,pedal_cycles,390.7
2001,East of England,two_wheeled_motor_vehicles,342.5
2001,East of England,cars_and_taxis,25900.3
2001,East of England,buses_and_coaches,295.5
2001,East of England,LGVs,3930.1
2001,East of England,all_HGVs,2062.4
2001,East of England,all_motor_vehicles,32530.8
2001,Yorkshire and the Humber,pedal_cycles,246
2001,Yorkshire and the Humber,two_wheeled_motor_vehicles,213.4
2001,Yorkshire and the Humber,cars_and_taxis,19144.1
2001,Yorkshire and the Humber,buses_and_coaches,259.8
2001,Yorkshire and the Humber,LGVs,2842.8
2001,Yorkshire and the Humber,all_HGVs,1806.6
2001,Yorkshire and the Humber,all_motor_vehicles,24266.7
2001,South East,pedal_cycles,457.4
2001,South East,two_wheeled_motor_vehicles,533.5
2001,South East,cars_and_taxis,42203.5
2001,South East,buses_and_coaches,415.6
2001,South East,LGVs,5573.1
2001,South East,all_HGVs,2551.2
2001,South East,all_motor_vehicles,51277
2001,West Midlands,pedal_cycles,205.2
2001,West Midlands,two_wheeled_motor_vehicles,218
2001,West Midlands,cars_and_taxis,22874.6
2001,West Midlands,buses_and_coaches,322.1
2001,West Midlands,LGVs,3230.9
2001,West Midlands,all_HGVs,1922.6
2001,West Midlands,all_motor_vehicles,28568.1
2001,North East,pedal_cycles,94.8
2001,North East,two_wheeled_motor_vehicles,76.7
2001,North East,cars_and_taxis,9396.5
2001,North East,buses_and_coaches,186.9
2001,North East,LGVs,1224.4
2001,North East,all_HGVs,521.4
2001,North East,all_motor_vehicles,11406
2002,South West,pedal_cycles,242
2002,South West,two_wheeled_motor_vehicles,389.3
2002,South West,cars_and_taxis,23550.3
2002,South West,buses_and_coaches,280.6
2002,South West,LGVs,3279.8
2002,South West,all_HGVs,1540.5
2002,South West,all_motor_vehicles,29040.5
2002,East Midlands,pedal_cycles,219.7
2002,East Midlands,two_wheeled_motor_vehicles,234.6
2002,East Midlands,cars_and_taxis,19256.4
2002,East Midlands,buses_and_coaches,207.9
2002,East Midlands,LGVs,2859.1
2002,East Midlands,all_HGVs,1970.1
2002,East Midlands,all_motor_vehicles,24528.1
2002,Scotland,pedal_cycles,155.3
2002,Scotland,two_wheeled_motor_vehicles,181.5
2002,Scotland,cars_and_taxis,20584
2002,Scotland,buses_and_coaches,391.2
2002,Scotland,LGVs,3000.1
2002,Scotland,all_HGVs,1496.3
2002,Scotland,all_motor_vehicles,25653.2
2002,Wales,pedal_cycles,84.6
2002,Wales,two_wheeled_motor_vehicles,141.6
2002,Wales,cars_and_taxis,13023.9
2002,Wales,buses_and_coaches,171.4
2002,Wales,LGVs,1922.7
2002,Wales,all_HGVs,777.9
2002,Wales,all_motor_vehicles,16037.6
2002,North West,pedal_cycles,273.6
2002,North West,two_wheeled_motor_vehicles,265.3
2002,North West,cars_and_taxis,27287.9
2002,North West,buses_and_coaches,353.8
2002,North West,LGVs,3531.8
2002,North West,all_HGVs,2115.5
2002,North West,all_motor_vehicles,33554.4
2002,London,pedal_cycles,312
2002,London,two_wheeled_motor_vehicles,471.4
2002,London,cars_and_taxis,16689.5
2002,London,buses_and_coaches,331.6
2002,London,LGVs,2253.5
2002,London,all_HGVs,669.5
2002,London,all_motor_vehicles,20415.5
2002,East of England,pedal_cycles,409.9
2002,East of England,two_wheeled_motor_vehicles,356.5
2002,East of England,cars_and_taxis,26451.3
2002,East of England,buses_and_coaches,298.9
2002,East of England,LGVs,3925.1
2002,East of England,all_HGVs,2145.7
2002,East of England,all_motor_vehicles,33177.4
2002,Yorkshire and the Humber,pedal_cycles,256.3
2002,Yorkshire and the Humber,two_wheeled_motor_vehicles,227.9
2002,Yorkshire and the Humber,cars_and_taxis,19654.8
2002,Yorkshire and the Humber,buses_and_coaches,260.5
2002,Yorkshire and the Humber,LGVs,2974.2
2002,Yorkshire and the Humber,all_HGVs,1823.5
2002,Yorkshire and the Humber,all_motor_vehicles,24940.9
2002,South East,pedal_cycles,477.6
2002,South East,two_wheeled_motor_vehicles,548.9
2002,South East,cars_and_taxis,42867.5
2002,South East,buses_and_coaches,403.9
2002,South East,LGVs,5649.2
2002,South East,all_HGVs,2579.8
2002,South East,all_motor_vehicles,52049.3
2002,West Midlands,pedal_cycles,213.8
2002,West Midlands,two_wheeled_motor_vehicles,233.1
2002,West Midlands,cars_and_taxis,23461.2
2002,West Midlands,buses_and_coaches,316.6
2002,West Midlands,LGVs,3304.9
2002,West Midlands,all_HGVs,1942.9
2002,West Midlands,all_motor_vehicles,29258.7
2002,North East,pedal_cycles,98.9
2002,North East,two_wheeled_motor_vehicles,81.8
2002,North East,cars_and_taxis,9530.7
2002,North East,buses_and_coaches,185.3
2002,North East,LGVs,1261.8
2002,North East,all_HGVs,521.5
2002,North East,all_motor_vehicles,11581.1
2003,South West,pedal_cycles,246.1
2003,South West,two_wheeled_motor_vehicles,426.8
2003,South West,cars_and_taxis,23835.4
2003,South West,buses_and_coaches,289.4
2003,South West,LGVs,3481.2
2003,South West,all_HGVs,1523.9
2003,South West,all_motor_vehicles,29556.6
2003,East Midlands,pedal_cycles,222.6
2003,East Midlands,two_wheeled_motor_vehicles,264.7
2003,East Midlands,cars_and_taxis,19560.5
2003,East Midlands,buses_and_coaches,216.5
2003,East Midlands,LGVs,3041.2
2003,East Midlands,all_HGVs,1978.9
2003,East Midlands,all_motor_vehicles,25061.9
2003,Scotland,pedal_cycles,154.7
2003,Scotland,two_wheeled_motor_vehicles,203.5
2003,Scotland,cars_and_taxis,20647.1
2003,Scotland,buses_and_coaches,401.6
2003,Scotland,LGVs,3154
2003,Scotland,all_HGVs,1560.1
2003,Scotland,all_motor_vehicles,25966.2
2003,Wales,pedal_cycles,85.2
2003,Wales,two_wheeled_motor_vehicles,151.2
2003,Wales,cars_and_taxis,13099
2003,Wales,buses_and_coaches,176.6
2003,Wales,LGVs,2012.7
2003,Wales,all_HGVs,767.5
2003,Wales,all_motor_vehicles,16207
2003,North West,pedal_cycles,276.7
2003,North West,two_wheeled_motor_vehicles,294
2003,North West,cars_and_taxis,27173.7
2003,North West,buses_and_coaches,359.4
2003,North West,LGVs,3727.1
2003,North West,all_HGVs,2132.2
2003,North West,all_motor_vehicles,33686.4
2003,London,pedal_cycles,337
2003,London,two_wheeled_motor_vehicles,533.1
2003,London,cars_and_taxis,16445.3
2003,London,buses_and_coaches,361.6
2003,London,LGVs,2434.5
2003,London,all_HGVs,673.6
2003,London,all_motor_vehicles,20448.1
2003,East of England,pedal_cycles,414.4
2003,East of England,two_wheeled_motor_vehicles,382.2
2003,East of England,cars_and_taxis,26457.6
2003,East of England,buses_and_coaches,306.7
2003,East of England,LGVs,4052.8
2003,East of England,all_HGVs,2150
2003,East of England,all_motor_vehicles,33349.3
2003,Yorkshire and the Humber,pedal_cycles,261.1
2003,Yorkshire and the Humber,two_wheeled_motor_vehicles,251.3
2003,Yorkshire and the Humber,cars_and_taxis,19626.2
2003,Yorkshire and the Humber,buses_and_coaches,268.7
2003,Yorkshire and the Humber,LGVs,3107.8
2003,Yorkshire and the Humber,all_HGVs,1831
2003,Yorkshire and the Humber,all_motor_vehicles,25084.9
2003,South East,pedal_cycles,489.3
2003,South East,two_wheeled_motor_vehicles,594.3
2003,South East,cars_and_taxis,42441.8
2003,South East,buses_and_coaches,404.3
2003,South East,LGVs,5878.4
2003,South East,all_HGVs,2585.8
2003,South East,all_motor_vehicles,51904.6
2003,West Midlands,pedal_cycles,216.6
2003,West Midlands,two_wheeled_motor_vehicles,257.5
2003,West Midlands,cars_and_taxis,23225.9
2003,West Midlands,buses_and_coaches,325.1
2003,West Midlands,LGVs,3463.7
2003,West Midlands,all_HGVs,1951.2
2003,West Midlands,all_motor_vehicles,29223.4
2003,North East,pedal_cycles,100
2003,North East,two_wheeled_motor_vehicles,88.2
2003,North East,cars_and_taxis,9438.5
2003,North East,buses_and_coaches,193.2
2003,North East,LGVs,1309.5
2003,North East,all_HGVs,523.5
2003,North East,all_motor_vehicles,11552.9
2004,South West,pedal_cycles,228.1
2004,South West,two_wheeled_motor_vehicles,398.7
2004,South West,cars_and_taxis,24119.3
2004,South West,buses_and_coaches,275.3
2004,South West,LGVs,3686.5
2004,South West,all_HGVs,1551.4
2004,South West,all_motor_vehicles,30031.3
2004,East Midlands,pedal_cycles,204.2
2004,East Midlands,two_wheeled_motor_vehicles,243.7
2004,East Midlands,cars_and_taxis,19816.4
2004,East Midlands,buses_and_coaches,213.1
2004,East Midlands,LGVs,3206.1
2004,East Midlands,all_HGVs,2062.5
2004,East Midlands,all_motor_vehicles,25541.8
2004,Scotland,pedal_cycles,137.3
2004,Scotland,two_wheeled_motor_vehicles,188.4
2004,Scotland,cars_and_taxis,20609.6
2004,Scotland,buses_and_coaches,358.2
2004,Scotland,LGVs,3235.5
2004,Scotland,all_HGVs,1617.1
2004,Scotland,all_motor_vehicles,26008.9
2004,Wales,pedal_cycles,79.8
2004,Wales,two_wheeled_motor_vehicles,141.1
2004,Wales,cars_and_taxis,13393.5
2004,Wales,buses_and_coaches,166.7
2004,Wales,LGVs,2108.7
2004,Wales,all_HGVs,793.9
2004,Wales,all_motor_vehicles,16603.8
2004,North West,pedal_cycles,253.4
2004,North West,two_wheeled_motor_vehicles,260.6
2004,North West,cars_and_taxis,27519.9
2004,North West,buses_and_coaches,345
2004,North West,LGVs,3907.2
2004,North West,all_HGVs,2201.6
2004,North West,all_motor_vehicles,34234.3
2004,London,pedal_cycles,324.4
2004,London,two_wheeled_motor_vehicles,498.4
2004,London,cars_and_taxis,16383.7
2004,London,buses_and_coaches,372.4
2004,London,LGVs,2428.7
2004,London,all_HGVs,680.4
2004,London,all_motor_vehicles,20363.5
2004,East of England,pedal_cycles,384.9
2004,East of England,two_wheeled_motor_vehicles,347.1
2004,East of England,cars_and_taxis,26663.5
2004,East of England,buses_and_coaches,291.4
2004,East of England,LGVs,4276.2
2004,East of England,all_HGVs,2217.4
2004,East of England,all_motor_vehicles,33795.5
2004,Yorkshire and the Humber,pedal_cycles,240.2
2004,Yorkshire and the Humber,two_wheeled_motor_vehicles,229
2004,Yorkshire and the Humber,cars_and_taxis,19984
2004,Yorkshire and the Humber,buses_and_coaches,262.3
2004,Yorkshire and the Humber,LGVs,3318.8
2004,Yorkshire and the Humber,all_HGVs,1896.1
2004,Yorkshire and the Humber,all_motor_vehicles,25690.3
2004,South East,pedal_cycles,449.3
2004,South East,two_wheeled_motor_vehicles,533.6
2004,South East,cars_and_taxis,42446.7
2004,South East,buses_and_coaches,390.1
2004,South East,LGVs,6124.4
2004,South East,all_HGVs,2644.1
2004,South East,all_motor_vehicles,52138.9
2004,West Midlands,pedal_cycles,200.8
2004,West Midlands,two_wheeled_motor_vehicles,229.8
2004,West Midlands,cars_and_taxis,23538.4
2004,West Midlands,buses_and_coaches,317.2
2004,West Midlands,LGVs,3630.2
2004,West Midlands,all_HGVs,2012.9
2004,West Midlands,all_motor_vehicles,29728.5
2004,North East,pedal_cycles,92.5
2004,North East,two_wheeled_motor_vehicles,80.6
2004,North East,cars_and_taxis,9410.3
2004,North East,buses_and_coaches,181.8
2004,North East,LGVs,1373.3
2004,North East,all_HGVs,522.6
2004,North East,all_motor_vehicles,11568.8
2005,South West,pedal_cycles,238.2
2005,South West,two_wheeled_motor_vehicles,426.1
2005,South West,cars_and_taxis,24521.8
2005,South West,buses_and_coaches,273.6
2005,South West,LGVs,3855
2005,South West,all_HGVs,1551
2005,South West,all_motor_vehicles,30627.5
2005,East Midlands,pedal_cycles,214
2005,East Midlands,two_wheeled_motor_vehicles,251.9
2005,East Midlands,cars_and_taxis,19841.7
2005,East Midlands,buses_and_coaches,208.8
2005,East Midlands,LGVs,3240.8
2005,East Midlands,all_HGVs,2054.5
2005,East Midlands,all_motor_vehicles,25597.7
2005,Scotland,pedal_cycles,144
2005,Scotland,two_wheeled_motor_vehicles,190.2
2005,Scotland,cars_and_taxis,20511.5
2005,Scotland,buses_and_coaches,354.4
2005,Scotland,LGVs,3346.9
2005,Scotland,all_HGVs,1632.1
2005,Scotland,all_motor_vehicles,26035
2005,Wales,pedal_cycles,84.1
2005,Wales,two_wheeled_motor_vehicles,149.3
2005,Wales,cars_and_taxis,13240.5
2005,Wales,buses_and_coaches,165.1
2005,Wales,LGVs,2167.2
2005,Wales,all_HGVs,795.1
2005,Wales,all_motor_vehicles,16517.2
2005,North West,pedal_cycles,261.5
2005,North West,two_wheeled_motor_vehicles,274.2
2005,North West,cars_and_taxis,27219.1
2005,North West,buses_and_coaches,345
2005,North West,LGVs,3971
2005,North West,all_HGVs,2182.1
2005,North West,all_motor_vehicles,33991.4
2005,London,pedal_cycles,365.2
2005,London,two_wheeled_motor_vehicles,521.5
2005,London,cars_and_taxis,16355.5
2005,London,buses_and_coaches,374.1
2005,London,LGVs,2483.3
2005,London,all_HGVs,688.3
2005,London,all_motor_vehicles,20422.7
2005,East of England,pedal_cycles,402.8
2005,East of England,two_wheeled_motor_vehicles,365.4
2005,East of England,cars_and_taxis,26485.9
2005,East of England,buses_and_coaches,283.9
2005,East of England,LGVs,4420
2005,East of England,all_HGVs,2165.6
2005,East of England,all_motor_vehicles,33720.8
2005,Yorkshire and the Humber,pedal_cycles,249
2005,Yorkshire and the Humber,two_wheeled_motor_vehicles,245.4
2005,Yorkshire and the Humber,cars_and_taxis,19985.5
2005,Yorkshire and the Humber,buses_and_coaches,260
2005,Yorkshire and the Humber,LGVs,3440.5
2005,Yorkshire and the Humber,all_HGVs,1874.9
2005,Yorkshire and the Humber,all_motor_vehicles,25806.4
2005,South East,pedal_cycles,468.5
2005,South East,two_wheeled_motor_vehicles,564.5
2005,South East,cars_and_taxis,42004.4
2005,South East,buses_and_coaches,376.5
2005,South East,LGVs,6258.4
2005,South East,all_HGVs,2596.5
2005,South East,all_motor_vehicles,51800.3
2005,West Midlands,pedal_cycles,210.9
2005,West Midlands,two_wheeled_motor_vehicles,241.2
2005,West Midlands,cars_and_taxis,23594.7
2005,West Midlands,buses_and_coaches,315.6
2005,West Midlands,LGVs,3763.9
2005,West Midlands,all_HGVs,1956.5
2005,West Midlands,all_motor_vehicles,29871.8
2005,North East,pedal_cycles,96.2
2005,North East,two_wheeled_motor_vehicles,82.6
2005,North East,cars_and_taxis,9291.4
2005,North East,buses_and_coaches,175.4
2005,North East,LGVs,1395.7
2005,North East,all_HGVs,508
2005,North East,all_motor_vehicles,11453.1
2006,South West,pedal_cycles,249.2
2006,South West,two_wheeled_motor_vehicles,402.8
2006,South West,cars_and_taxis,25085.2
2006,South West,buses_and_coaches,293.3
2006,South West,LGVs,4014.9
2006,South West,all_HGVs,1532.2
2006,South West,all_motor_vehicles,31328.6
2006,East Midlands,pedal_cycles,223.3
2006,East Midlands,two_wheeled_motor_vehicles,236.6
2006,East Midlands,cars_and_taxis,20178.7
2006,East Midlands,buses_and_coaches,218.5
2006,East Midlands,LGVs,3336.3
2006,East Midlands,all_HGVs,2082.5
2006,East Midlands,all_motor_vehicles,26052.6
2006,Scotland,pedal_cycles,154
2006,Scotland,two_wheeled_motor_vehicles,183.5
2006,Scotland,cars_and_taxis,21086.8
2006,Scotland,buses_and_coaches,368.1
2006,Scotland,LGVs,3527.5
2006,Scotland,all_HGVs,1682.4
2006,Scotland,all_motor_vehicles,26848.2
2006,Wales,pedal_cycles,87.7
2006,Wales,two_wheeled_motor_vehicles,142.8
2006,Wales,cars_and_taxis,13528.6
2006,Wales,buses_and_coaches,174.9
2006,Wales,LGVs,2249.6
2006,Wales,all_HGVs,791
2006,Wales,all_motor_vehicles,16886.8
2006,North West,pedal_cycles,273.2
2006,North West,two_wheeled_motor_vehicles,256.5
2006,North West,cars_and_taxis,27381.8
2006,North West,buses_and_coaches,354.5
2006,North West,LGVs,4118.6
2006,North West,all_HGVs,2184.4
2006,North West,all_motor_vehicles,34295.7
2006,London,pedal_cycles,392.6
2006,London,two_wheeled_motor_vehicles,533.1
2006,London,cars_and_taxis,16333.9
2006,London,buses_and_coaches,400.3
2006,London,LGVs,2743
2006,London,all_HGVs,671.3
2006,London,all_motor_vehicles,20681.7
2006,East of England,pedal_cycles,419.1
2006,East of England,two_wheeled_motor_vehicles,345.9
2006,East of England,cars_and_taxis,26769.4
2006,East of England,buses_and_coaches,296.2
2006,East of England,LGVs,4577.7
2006,East of England,all_HGVs,2164.8
2006,East of England,all_motor_vehicles,34154.1
2006,Yorkshire and the Humber,pedal_cycles,258.8
2006,Yorkshire and the Humber,two_wheeled_motor_vehicles,231.8
2006,Yorkshire and the Humber,cars_and_taxis,20336.3
2006,Yorkshire and the Humber,buses_and_coaches,269.3
2006,Yorkshire and the Humber,LGVs,3576.2
2006,Yorkshire and the Humber,all_HGVs,1895.6
2006,Yorkshire and the Humber,all_motor_vehicles,26309.3
2006,South East,pedal_cycles,485.7
2006,South East,two_wheeled_motor_vehicles,530
2006,South East,cars_and_taxis,42108.8
2006,South East,buses_and_coaches,396.4
2006,South East,LGVs,6446.9
2006,South East,all_HGVs,2603.6
2006,South East,all_motor_vehicles,52085.8
2006,West Midlands,pedal_cycles,218.7
2006,West Midlands,two_wheeled_motor_vehicles,227.2
2006,West Midlands,cars_and_taxis,23842.6
2006,West Midlands,buses_and_coaches,316.5
2006,West Midlands,LGVs,3859.6
2006,West Midlands,all_HGVs,1962.9
2006,West Midlands,all_motor_vehicles,30208.8
2006,North East,pedal_cycles,99.6
2006,North East,two_wheeled_motor_vehicles,77.9
2006,North East,cars_and_taxis,9331.9
2006,North East,buses_and_coaches,169.4
2006,North East,LGVs,1439.5
2006,North East,all_HGVs,502.9
2006,North East,all_motor_vehicles,11521.6
2007,South West,pedal_cycles,229.4
2007,South West,two_wheeled_motor_vehicles,439
2007,South West,cars_and_taxis,25202
2007,South West,buses_and_coaches,304.6
2007,South West,LGVs,4264.6
2007,South West,all_HGVs,1565.8
2007,South West,all_motor_vehicles,31776
2007,East Midlands,pedal_cycles,203.2
2007,East Midlands,two_wheeled_motor_vehicles,256.6
2007,East Midlands,cars_and_taxis,20293.4
2007,East Midlands,buses_and_coaches,225
2007,East Midlands,LGVs,3514.6
2007,East Midlands,all_HGVs,2097.2
2007,East Midlands,all_motor_vehicles,26386.9
2007,Scotland,pedal_cycles,141.8
2007,Scotland,two_wheeled_motor_vehicles,197.5
2007,Scotland,cars_and_taxis,21129.1
2007,Scotland,buses_and_coaches,392.9
2007,Scotland,LGVs,3751.3
2007,Scotland,all_HGVs,1720.2
2007,Scotland,all_motor_vehicles,27191
2007,Wales,pedal_cycles,80.9
2007,Wales,two_wheeled_motor_vehicles,151.5
2007,Wales,cars_and_taxis,13601.5
2007,Wales,buses_and_coaches,178.7
2007,Wales,LGVs,2348.2
2007,Wales,all_HGVs,810.1
2007,Wales,all_motor_vehicles,17090
2007,North West,pedal_cycles,248.2
2007,North West,two_wheeled_motor_vehicles,270.5
2007,North West,cars_and_taxis,27362.2
2007,North West,buses_and_coaches,353.4
2007,North West,LGVs,4258.7
2007,North West,all_HGVs,2186
2007,North West,all_motor_vehicles,34430.8
2007,London,pedal_cycles,364.1
2007,London,two_wheeled_motor_vehicles,569.4
2007,London,cars_and_taxis,16185.1
2007,London,buses_and_coaches,403.1
2007,London,LGVs,2823.3
2007,London,all_HGVs,660.5
2007,London,all_motor_vehicles,20641.4
2007,East of England,pedal_cycles,383.5
2007,East of England,two_wheeled_motor_vehicles,365.7
2007,East of England,cars_and_taxis,26955.4
2007,East of England,buses_and_coaches,308.6
2007,East of England,LGVs,4884
2007,East of England,all_HGVs,2177.8
2007,East of England,all_motor_vehicles,34691.5
2007,Yorkshire and the Humber,pedal_cycles,235.5
2007,Yorkshire and the Humber,two_wheeled_motor_vehicles,250.1
2007,Yorkshire and the Humber,cars_and_taxis,20435
2007,Yorkshire and the Humber,buses_and_coaches,278
2007,Yorkshire and the Humber,LGVs,3756.5
2007,Yorkshire and the Humber,all_HGVs,1900.4
2007,Yorkshire and the Humber,all_motor_vehicles,26620.1
2007,South East,pedal_cycles,444.6
2007,South East,two_wheeled_motor_vehicles,560.2
2007,South East,cars_and_taxis,42045.8
2007,South East,buses_and_coaches,384.8
2007,South East,LGVs,6690
2007,South East,all_HGVs,2633.4
2007,South East,all_motor_vehicles,52314.2
2007,West Midlands,pedal_cycles,199.7
2007,West Midlands,two_wheeled_motor_vehicles,246.5
2007,West Midlands,cars_and_taxis,23956.4
2007,West Midlands,buses_and_coaches,325.2
2007,West Midlands,LGVs,4039.1
2007,West Midlands,all_HGVs,1969.8
2007,West Midlands,all_motor_vehicles,30537
2007,North East,pedal_cycles,91.2
2007,North East,two_wheeled_motor_vehicles,84.6
2007,North East,cars_and_taxis,9331.4
2007,North East,buses_and_coaches,176.5
2007,North East,LGVs,1522.9
2007,North East,all_HGVs,500.2
2007,North East,all_motor_vehicles,11615.5
2008,South West,pedal_cycles,259.5
2008,South West,two_wheeled_motor_vehicles,420.3
2008,South West,cars_and_taxis,25529.9
2008,South West,buses_and_coaches,291.5
2008,South West,LGVs,4351.5
2008,South West,all_HGVs,1515.8
2008,South West,all_motor_vehicles,32109.1
2008,East Midlands,pedal_cycles,228.5
2008,East Midlands,two_wheeled_motor_vehicles,240.1
2008,East Midlands,cars_and_taxis,20135.1
2008,East Midlands,buses_and_coaches,209.7
2008,East Midlands,LGVs,3530.4
2008,East Midlands,all_HGVs,2010.4
2008,East Midlands,all_motor_vehicles,26125.7
2008,Scotland,pedal_cycles,161.4
2008,Scotland,two_wheeled_motor_vehicles,191.4
2008,Scotland,cars_and_taxis,21016.5
2008,Scotland,buses_and_coaches,381.5
2008,Scotland,LGVs,3763.2
2008,Scotland,all_HGVs,1701.7
2008,Scotland,all_motor_vehicles,27054.3
2008,Wales,pedal_cycles,91.7
2008,Wales,two_wheeled_motor_vehicles,145.3
2008,Wales,cars_and_taxis,13532.5
2008,Wales,buses_and_coaches,170.5
2008,Wales,LGVs,2366.7
2008,Wales,all_HGVs,797.1
2008,Wales,all_motor_vehicles,17012.2
2008,North West,pedal_cycles,282.9
2008,North West,two_wheeled_motor_vehicles,248.5
2008,North West,cars_and_taxis,27180.6
2008,North West,buses_and_coaches,324.2
2008,North West,LGVs,4189.7
2008,North West,all_HGVs,2200.1
2008,North West,all_motor_vehicles,34143.1
2008,London,pedal_cycles,385.9
2008,London,two_wheeled_motor_vehicles,493.8
2008,London,cars_and_taxis,16003.8
2008,London,buses_and_coaches,389
2008,London,LGVs,2678.7
2008,London,all_HGVs,668.1
